Date,Open,High,Low,Volume,Close
2002-06-10 00:00:00+09:00,11470.91992,11522.04004,11370.20996,37900000,11370.20996
2002-06-11 00:00:00+09:00,11390.41016,11514.53027,11390.41016,39600000,11449.44043
2002-06-12 00:00:00+09:00,11392.32031,11405.29004,11261.92969,42800000,11327.05957
2002-06-13 00:00:00+09:00,11366.05957,11396.28027,11132.58984,46500000,11144.83984
2002-06-14 00:00:00+09:00,11121.88965,11127.16016,10911.07031,112800000,10920.62988
2002-06-17 00:00:00+09:00,10858.0498,10888.04004,10577.88965,56400000,10664.11035
2002-06-18 00:00:00+09:00,10799.42969,10884.25977,10747.67969,48100000,10839.92969
2002-06-19 00:00:00+09:00,10757.03027,10771.59961,10448.7002,58000000,10476.17969
2002-06-20 00:00:00+09:00,10467.21973,10629.44043,10325.5498,60200000,10612.98047
2002-06-21 00:00:00+09:00,10489.78027,10489.78027,10327.91016,45800000,10354.34961
2002-06-24 00:00:00+09:00,10255.99023,10490.87012,10169.07031,52600000,10471.32031
2002-06-25 00:00:00+09:00,10463.96973,10580.49023,10404.21973,52200000,10496.66992
2002-06-26 00:00:00+09:00,10376.29004,10376.29004,10060.71973,51400000,10074.55957
2002-06-27 00:00:00+09:00,10182.12012,10335.96973,10176.17969,42400000,10261.59961
2002-06-28 00:00:00+09:00,10390.53027,10621.83984,10366.46973,49000000,10621.83984
2002-07-01 00:00:00+09:00,10655,10677.09961,10541.21973,43900000,10595.44043
2002-07-02 00:00:00+09:00,10516.66016,10622.32031,10371.25977,44900000,10622.32031
2002-07-03 00:00:00+09:00,10521.63965,10862.69043,10495.66992,59400000,10812.2998
2002-07-04 00:00:00+09:00,10752.33984,10791.21973,10625.91992,49400000,10632.80957
2002-07-05 00:00:00+09:00,10701.37012,10885.83008,10701.37012,50200000,10826.08984
2002-07-08 00:00:00+09:00,10969.20996,11050.69043,10760.09961,55900000,10769.2002
2002-07-09 00:00:00+09:00,10836.19043,10960.25,10770.99023,48100000,10960.25
2002-07-10 00:00:00+09:00,10865.92969,10975.71973,10752.66016,44800000,10752.66016
2002-07-11 00:00:00+09:00,10647.58984,10647.58984,10457.07031,45500000,10485.74023
2002-07-12 00:00:00+09:00,10608.62988,10694.41016,10570,53100000,10601.4502
2002-07-15 00:00:00+09:00,10548.20996,10548.20996,10373.29004,37400000,10375.15039
2002-07-16 00:00:00+09:00,10313.20996,10503.04004,10250.41992,50400000,10250.41992
2002-07-17 00:00:00+09:00,10256.38965,10328.00977,10113.61035,52800000,10296.01953
2002-07-18 00:00:00+09:00,10366.9502,10513.99023,10340.30957,51400000,10498.25977
2002-07-19 00:00:00+09:00,10421.53027,10421.53027,10174.67969,43500000,10202.36035
2002-07-22 00:00:00+09:00,10076.2998,10295.70996,9982.240234,44700000,10189.00977
2002-07-23 00:00:00+09:00,10102.45996,10268.0498,10003.80957,49600000,10215.62988
2002-07-24 00:00:00+09:00,10134.87988,10142.90039,9901.089844,53900000,9947.719727
2002-07-25 00:00:00+09:00,10079.98047,10166.67969,9911.129883,51500000,9929.910156
2002-07-26 00:00:00+09:00,9868.330078,9868.330078,9547.849609,57800000,9591.030273
2002-07-29 00:00:00+09:00,9654.129883,9852.799805,9636.69043,49900000,9666.669922
2002-07-30 00:00:00+09:00,9801.089844,10013.99023,9791.450195,54400000,10003.71973
2002-07-31 00:00:00+09:00,9964.75,9965.019531,9831.589844,48000000,9877.94043
2002-08-01 00:00:00+09:00,9912.589844,9912.589844,9738.230469,49400000,9793.509766
2002-08-02 00:00:00+09:00,9716.709961,9791.94043,9633.830078,53900000,9709.660156
2002-08-05 00:00:00+09:00,9637.30957,9775.929688,9636.919922,55800000,9704.929688
2002-08-06 00:00:00+09:00,9622.519531,9623.160156,9439.410156,63000000,9501.019531
2002-08-07 00:00:00+09:00,9637.240234,9875.330078,9636.540039,54000000,9834.400391
2002-08-08 00:00:00+09:00,9844.700195,9941.009766,9740.429688,47400000,9799.570313
2002-08-09 00:00:00+09:00,9871.769531,10043.2998,9856.860352,53100000,9999.790039
2002-08-12 00:00:00+09:00,9931.820313,9931.820313,9747.820313,34600000,9747.820313
2002-08-13 00:00:00+09:00,9671.330078,9795.950195,9644.139648,33300000,9688.610352
2002-08-14 00:00:00+09:00,9642.030273,9681.839844,9618.870117,35600000,9638.410156
2002-08-15 00:00:00+09:00,9740.200195,9851.679688,9740.200195,40400000,9795.570313
2002-08-16 00:00:00+09:00,9859.169922,9883.650391,9727.879883,34100000,9788.129883
2002-08-19 00:00:00+09:00,9773.379883,9773.379883,9499.509766,38300000,9599.099609
2002-08-20 00:00:00+09:00,9696.429688,9743.099609,9585.669922,41600000,9620.69043
2002-08-21 00:00:00+09:00,9540.709961,9706.69043,9523.860352,41300000,9642.610352
2002-08-22 00:00:00+09:00,9650.540039,9851.889648,9551.139648,53000000,9814.019531
2002-08-23 00:00:00+09:00,9894.799805,9979.879883,9863.839844,54400000,9867.450195
2002-08-26 00:00:00+09:00,9811.839844,10162.2998,9797.040039,51200000,10067.74023
2002-08-27 00:00:00+09:00,10001.44043,10067.25,9899.240234,38500000,9907.299805
2002-08-28 00:00:00+09:00,9921.080078,9953.400391,9745.30957,38700000,9766.730469
2002-08-29 00:00:00+09:00,9681.410156,9697.549805,9558.679688,39100000,9620.139648
2002-08-30 00:00:00+09:00,9646.780273,9677.570313,9524.780273,36700000,9619.299805
2002-09-02 00:00:00+09:00,9564.900391,9565.080078,9487.889648,32700000,9521.629883
2002-09-03 00:00:00+09:00,9449.200195,9472.55957,9217.040039,51000000,9217.040039
