Date,Open,High,Low,Volume,Close
2000-01-03 00:00:00+01:00,6961.720215,7159.330078,6720.870117,43072500,6750.759766
2000-01-04 00:00:00+01:00,6747.240234,6755.359863,6510.459961,46678400,6586.950195
2000-01-05 00:00:00+01:00,6585.850098,6585.850098,6388.910156,52682800,6502.069824
2000-01-06 00:00:00+01:00,6501.450195,6539.310059,6402.629883,41180600,6474.919922
2000-01-07 00:00:00+01:00,6489.939941,6791.529785,6470.140137,56058900,6780.959961
2000-01-10 00:00:00+01:00,6785.470215,6975.259766,6785.470215,42006200,6925.52002
2000-01-11 00:00:00+01:00,6926.040039,6943.830078,6821.259766,43890000,6891.25
2000-01-12 00:00:00+01:00,6878.919922,6913.5,6783.220215,34683100,6912.810059
2000-01-13 00:00:00+01:00,6913.129883,7106.450195,6898.689941,48116200,6955.97998
2000-01-14 00:00:00+01:00,6960.290039,7207.450195,6960.290039,47040900,7173.220215
2000-01-17 00:00:00+01:00,7177.47998,7297.040039,7112.970215,44872800,7258.899902
2000-01-18 00:00:00+01:00,7262.209961,7306.47998,7053.859863,46792700,7072.120117
2000-01-19 00:00:00+01:00,7065.310059,7110.189941,6987.120117,43646500,7091.040039
2000-01-20 00:00:00+01:00,7095.97998,7230.75,7076.810059,46411600,7112.660156
2000-01-21 00:00:00+01:00,7103.700195,7103.700195,6939.939941,47471900,6992.75
2000-01-24 00:00:00+01:00,6987.589844,7092.5,6921.970215,33473100,6931.990234
2000-01-25 00:00:00+01:00,6928.080078,6928.080078,6809.640137,44769800,6809.640137
2000-01-26 00:00:00+01:00,6838.049805,6980.930176,6838.049805,40597700,6969.370117
2000-01-27 00:00:00+01:00,6983.419922,7169.870117,6944.649902,43804300,7126.129883
2000-01-28 00:00:00+01:00,7128.009766,7214.580078,7040.490234,35825300,7066.600098
2000-01-31 00:00:00+01:00,7054.240234,7054.240234,6816.540039,41254200,6835.600098
2000-02-01 00:00:00+01:00,6841.120117,7052.220215,6841.120117,48053900,7050.459961
2000-02-02 00:00:00+01:00,7063.569824,7172.049805,7038.709961,43122700,7171.950195
2000-02-03 00:00:00+01:00,7175.870117,7354.560059,7134.419922,60250500,7354.259766
2000-02-04 00:00:00+01:00,7355.689941,7491.790039,7338.149902,52464500,7444.609863
2000-02-07 00:00:00+01:00,7450.790039,7450.790039,7270.399902,38538900,7296.319824
2000-02-08 00:00:00+01:00,7295.609863,7570.549805,7263.189941,47194000,7549.879883
2000-02-09 00:00:00+01:00,7566.680176,7676.560059,7526.080078,54626900,7629.109863
2000-02-10 00:00:00+01:00,7617.069824,7709.27002,7496.419922,56564600,7709.27002
2000-02-11 00:00:00+01:00,7724.359863,7812.089844,7586.259766,85476300,7611.549805
2000-02-14 00:00:00+01:00,7569.009766,7660.390137,7542.299805,31358900,7644.799805
2000-02-15 00:00:00+01:00,7636.410156,7699.970215,7396.129883,40408400,7396.129883
2000-02-16 00:00:00+01:00,7401.259766,7596.899902,7342.649902,54339000,7490.319824
2000-02-17 00:00:00+01:00,7478.319824,7637.459961,7394.02002,48894300,7580.529785
2000-02-18 00:00:00+01:00,7584.390137,7658.879883,7543.5,52728400,7573.779785
2000-02-21 00:00:00+01:00,7568.339844,7590.529785,7447.709961,24404000,7590.529785
2000-02-22 00:00:00+01:00,7580.379883,7725.5,7540.359863,51082700,7607.939941
2000-02-23 00:00:00+01:00,7619.830078,7772.279785,7619.830078,42673800,7698.970215
2000-02-24 00:00:00+01:00,7696.919922,7813.200195,7587.080078,38686700,7640.529785
2000-02-25 00:00:00+01:00,7668.700195,7776.839844,7640.689941,34635700,7738.680176
2000-02-28 00:00:00+01:00,7732.899902,7747.370117,7492.22998,31880900,7587.129883
2000-02-29 00:00:00+01:00,7590.899902,7700.359863,7590.899902,32169600,7644.549805
2000-03-01 00:00:00+01:00,7645.299805,7769.009766,7618.600098,42756100,7727.930176
2000-03-02 00:00:00+01:00,7720.899902,7950.660156,7639.930176,39182700,7945.77002
2000-03-03 00:00:00+01:00,7952.279785,8022.47998,7874.569824,34621900,7960.029785
2000-03-06 00:00:00+01:00,7960.089844,8030.589844,7925.200195,21754400,7975.779785
2000-03-07 00:00:00+01:00,7971.22998,8136.160156,7922.319824,54968200,8064.970215
2000-03-08 00:00:00+01:00,8069.97998,8097.680176,7949.379883,51946300,7987
2000-03-09 00:00:00+01:00,7984.209961,8084.919922,7877.189941,58145700,7949.149902
2000-03-10 00:00:00+01:00,7952.509766,8076.310059,7952.509766,43501700,7975.950195
2000-03-13 00:00:00+01:00,7977.060059,7991.069824,7630.310059,36691900,7693.850098
2000-03-14 00:00:00+01:00,7695.790039,7757.029785,7630.100098,36090800,7650.049805
2000-03-15 00:00:00+01:00,7633.200195,7633.200195,7411.759766,50854600,7414.459961
2000-03-16 00:00:00+01:00,7416.640137,7648.279785,7416.640137,64686400,7583.959961
2000-03-17 00:00:00+01:00,7594.990234,7834.540039,7574.52002,510195600,7710.919922
2000-03-20 00:00:00+01:00,7716.240234,7887.970215,7716.240234,36561300,7872.379883
2000-03-21 00:00:00+01:00,7865.47998,7865.47998,7735.740234,36723000,7807.930176
2000-03-22 00:00:00+01:00,7827.560059,7949.720215,7787.089844,42040400,7798.620117
2000-03-23 00:00:00+01:00,7803.689941,7873.029785,7677.080078,35765700,7694.779785
