Date,Open,High,Low,Volume,Close
2000-01-04 00:00:00+00:00,6930.200195,6930.200195,6662.899902,633449000,6665.899902
2000-01-05 00:00:00+00:00,6665.899902,6665.899902,6500.399902,670234000,6535.899902
2000-01-06 00:00:00+00:00,6535.899902,6547.299805,6424.399902,785532000,6447.200195
2000-01-07 00:00:00+00:00,6447.200195,6532.399902,6438.799805,888306000,6504.799805
2000-01-10 00:00:00+00:00,6504.799805,6634.200195,6504.799805,735455000,6607.700195
2000-01-11 00:00:00+00:00,6607.700195,6638.100098,6510.799805,863011000,6518.899902
2000-01-12 00:00:00+00:00,6518.899902,6532.799805,6470.299805,779904000,6532.799805
2000-01-13 00:00:00+00:00,6532.799805,6596.5,6509.399902,865831000,6531.5
2000-01-14 00:00:00+00:00,6531.5,6666.799805,6531.5,1098626000,6658.200195
2000-01-17 00:00:00+00:00,6658.200195,6694.299805,6638.299805,923472000,6669.5
2000-01-18 00:00:00+00:00,6669.5,6695.899902,6491.5,854700000,6504.600098
2000-01-19 00:00:00+00:00,6504.600098,6505.899902,6434.399902,863686000,6445.5
2000-01-20 00:00:00+00:00,6445.399902,6492.700195,6328.299805,1008169000,6348.700195
2000-01-21 00:00:00+00:00,6348.700195,6374.700195,6287.100098,1007934000,6346.299805
2000-01-24 00:00:00+00:00,6346.299805,6480.399902,6346.299805,672107000,6379.799805
2000-01-25 00:00:00+00:00,6379.799805,6379.799805,6262.899902,805330000,6274.100098
2000-01-26 00:00:00+00:00,6274.100098,6380,6270.399902,1021822000,6375.600098
2000-01-27 00:00:00+00:00,6375.600098,6451.600098,6375.600098,816596000,6441
2000-01-28 00:00:00+00:00,6441,6475.100098,6354.799805,918227000,6375.600098
2000-01-31 00:00:00+00:00,6375.600098,6375.600098,6246.799805,931453000,6268.5
2000-02-01 00:00:00+00:00,6268.5,6367.100098,6231.899902,1214559000,6290.899902
2000-02-02 00:00:00+00:00,6290.899902,6345.200195,6241.600098,1336831000,6302.799805
2000-02-03 00:00:00+00:00,6302.799805,6393.5,6251.600098,1865400000,6324.299805
2000-02-04 00:00:00+00:00,6324.299805,6364.899902,6171.200195,2309287000,6185
2000-02-07 00:00:00+00:00,6185,6232.100098,6100.700195,1230759000,6118.600098
2000-02-08 00:00:00+00:00,6118.600098,6295.700195,6117.299805,2217462000,6285.799805
2000-02-09 00:00:00+00:00,6285.799805,6450.899902,6271.5,1840149000,6315.399902
2000-02-10 00:00:00+00:00,6315.399902,6320,6199.799805,2218541000,6279.799805
2000-02-11 00:00:00+00:00,6279.799805,6325.700195,6127.399902,3433671000,6193.299805
2000-02-14 00:00:00+00:00,6193.299805,6197.5,6027.5,1429935000,6068.600098
2000-02-15 00:00:00+00:00,6068.600098,6167.5,5972.700195,1510016000,6005.200195
2000-02-16 00:00:00+00:00,6005.200195,6147.399902,6002.5,1614733000,6147.399902
2000-02-17 00:00:00+00:00,6147.399902,6262.200195,6102.899902,1522351000,6209.299805
2000-02-18 00:00:00+00:00,6209.299805,6264.100098,6151.399902,1098726000,6165
2000-02-21 00:00:00+00:00,6165,6193.600098,6029.899902,960304000,6081.600098
2000-02-22 00:00:00+00:00,6081.600098,6172.799805,6002.700195,1830338000,6014.700195
2000-02-23 00:00:00+00:00,6014.700195,6167.299805,6014.700195,1393864000,6144.100098
2000-02-24 00:00:00+00:00,6144.100098,6288.799805,6070.899902,1213197000,6086.700195
2000-02-25 00:00:00+00:00,6086.700195,6198,6086.700195,1181230000,6198
2000-02-28 00:00:00+00:00,6198,6271.100098,6054.100098,925049000,6099.600098
2000-02-29 00:00:00+00:00,6099.600098,6245.5,6099.600098,1121708000,6232.600098
2000-03-01 00:00:00+00:00,6232.600098,6387.299805,6232.600098,1499256000,6364.899902
2000-03-02 00:00:00+00:00,6364.899902,6436.5,6324.200195,1124952000,6432.100098
2000-03-03 00:00:00+00:00,6432.100098,6506.299805,6403,1107792000,6487.5
2000-03-06 00:00:00+00:00,6487.5,6593.299805,6457,1334247000,6567.799805
2000-03-07 00:00:00+00:00,6567.799805,6568.299805,6465.5,1164979000,6466.5
2000-03-08 00:00:00+00:00,6466.5,6479.700195,6387.200195,1315382000,6411.200195
2000-03-09 00:00:00+00:00,6411.200195,6544.200195,6411.200195,983965000,6532.100098
2000-03-10 00:00:00+00:00,6532.100098,6642.5,6532.100098,1005534000,6568.700195
2000-03-13 00:00:00+00:00,6568.700195,6568.700195,6380.600098,822972000,6466.899902
2000-03-14 00:00:00+00:00,6466.899902,6539.700195,6457.100098,753821000,6487.100098
2000-03-15 00:00:00+00:00,6487.100098,6487.100098,6396.100098,1196995000,6447
2000-03-16 00:00:00+00:00,6447,6618.200195,6447,1361503000,6557.299805
2000-03-17 00:00:00+00:00,6557.200195,6713.100098,6504.100098,1309177000,6558
2000-03-20 00:00:00+00:00,6558,6653.399902,6523.299805,764551000,6624.5
2000-03-21 00:00:00+00:00,6624.5,6630.600098,6543.399902,1079931000,6617.899902
2000-03-22 00:00:00+00:00,6617.899902,6692.299805,6551.700195,1181720000,6609.600098
2000-03-23 00:00:00+00:00,6609.600098,6617.799805,6538.700195,856587000,6594.600098
2000-03-24 00:00:00+00:00,6594.600098,6755.100098,6594.600098,1088155000,6738.5
2000-03-27 00:00:00+01:00,6738.5,6770.399902,6654.399902,789449000,6687.200195
2000-03-28 00:00:00+01:00,6687.200195,6734.899902,6623.700195,726224000,6650.100098
2000-03-29 00:00:00+01:00,6650.100098,6657.299805,6570.299805,892675000,6598.799805
2000-03-30 00:00:00+01:00,6598.799805,6598.799805,6418.5,1119761000,6445.200195
2000-03-31 00:00:00+01:00,6445.200195,6557.399902,6385.799805,1019644000,6540.200195
2000-04-03 00:00:00+01:00,6540.200195,6540.200195,6437.899902,949900000,6462.100098
2000-04-04 00:00:00+01:00,6462.100098,6531.299805,6415.5,1278570000,6427
2000-04-05 00:00:00+01:00,6427,6428.5,6283.200195,566610000,6379.299805
2000-04-06 00:00:00+01:00,6379.299805,6464.899902,6353.799805,1068579000,6451.100098
2000-04-07 00:00:00+01:00,6451.100098,6586.299805,6451.100098,857438000,6569.899902
2000-04-10 00:00:00+01:00,6569.899902,6579.600098,6510.399902,816581000,6533.399902
2000-04-11 00:00:00+01:00,6533.399902,6534,6358.399902,1114607000,6379.200195
2000-04-12 00:00:00+01:00,6379.200195,6443.5,6333.600098,931780000,6350.799805
2000-04-13 00:00:00+01:00,6350.799805,6381.899902,6268.399902,1107726000,6357
2000-04-14 00:00:00+01:00,6357,6359.100098,6149.799805,996451000,6178.100098
2000-04-17 00:00:00+01:00,6178.100098,6178.100098,5915.200195,1204901000,5994.600098
2000-04-18 00:00:00+01:00,5994.600098,6084.200195,5951.700195,1016954000,6074
2000-04-19 00:00:00+01:00,6074,6193.600098,6074,1251275000,6184.899902
2000-04-20 00:00:00+01:00,6184.899902,6248.100098,6134.399902,879208000,6241.200195
2000-04-25 00:00:00+01:00,6241.200195,6313.799805,6155.700195,1028703000,6283
2000-04-26 00:00:00+01:00,6283,6342.200195,6247,1031032000,6256.5
2000-04-27 00:00:00+01:00,6256.5,6306.200195,6127.899902,970702000,6179.299805
2000-04-28 00:00:00+01:00,6179.299805,6341.899902,6179.299805,882175000,6327.399902
2000-05-02 00:00:00+01:00,6327.399902,6412.600098,6311.899902,1035666000,6373.399902
2000-05-03 00:00:00+01:00,6373.399902,6373.399902,6176.100098,825000000,6184.799805
2000-05-04 00:00:00+01:00,6184.799805,6231.399902,6162.5,906960000,6199.600098
2000-05-05 00:00:00+01:00,6199.600098,6267.899902,6190.5,845274000,6238.799805
2000-05-08 00:00:00+01:00,6238.799805,6299.399902,6174.299805,603450000,6216.299805
2000-05-09 00:00:00+01:00,6216.299805,6243.100098,6112.899902,901816000,6123.799805
2000-05-10 00:00:00+01:00,6123.799805,6182.899902,6090.200195,1171742000,6100.700195
2000-05-11 00:00:00+01:00,6100.600098,6263.600098,6051.5,1084977000,6245.899902
2000-05-12 00:00:00+01:00,6245.899902,6304.200195,6220.600098,870252000,6283.5
2000-05-15 00:00:00+01:00,6283.5,6290.5,6218.200195,688447000,6247.700195
2000-05-16 00:00:00+01:00,6247.700195,6349.100098,6247.700195,982524000,6318.399902
2000-05-17 00:00:00+01:00,6318.399902,6321.600098,6189.200195,700311000,6196.200195
2000-05-18 00:00:00+01:00,6196.200195,6256,6196.200195,711940000,6233
2000-05-19 00:00:00+01:00,6232.899902,6237.600098,6039.100098,937082000,6045.399902
2000-05-22 00:00:00+01:00,6045.399902,6130.100098,5991.899902,897441000,6035.5
2000-05-23 00:00:00+01:00,6035.5,6128.5,6026.100098,819943000,6086.799805
2000-05-24 00:00:00+01:00,6086.799805,6127.100098,5997.600098,1074882000,6118.600098
2000-05-25 00:00:00+01:00,6118.600098,6234.600098,6118.600098,1032468000,6231.100098
2000-05-26 00:00:00+01:00,6231.100098,6252.200195,6153.200195,778243000,6216.899902
2000-05-30 00:00:00+01:00,6216.899902,6379.700195,6216.899902,979689000,6359.600098
2000-05-31 00:00:00+01:00,6359.600098,6419.899902,6325.5,1273734000,6359.399902
2000-06-01 00:00:00+01:00,6359.299805,6476.899902,6344.399902,794675000,6470.5
2000-06-02 00:00:00+01:00,6470.5,6634.899902,6445.5,1324934000,6626.399902
2000-06-05 00:00:00+01:00,6626.399902,6635.700195,6540.399902,778810000,6546.700195
2000-06-06 00:00:00+01:00,6546.700195,6619.600098,6490,1011856000,6546.799805
2000-06-07 00:00:00+01:00,6546.799805,6546.799805,6476.399902,786068000,6503.799805
2000-06-08 00:00:00+01:00,6503.799805,6592.700195,6469.799805,764418000,6496.600098
2000-06-09 00:00:00+01:00,6496.600098,6512.399902,6438.100098,661766000,6443.799805
2000-06-12 00:00:00+01:00,6443.799805,6479.799805,6430.899902,452014000,6430.899902
2000-06-13 00:00:00+01:00,6430.899902,6515.200195,6430.799805,769796000,6447.100098
2000-06-14 00:00:00+01:00,6447.100098,6551.700195,6447.100098,855813000,6536.299805
2000-06-15 00:00:00+01:00,6536.299805,6566.200195,6490.799805,931717000,6490.799805
2000-06-16 00:00:00+01:00,6490.799805,6566.700195,6474.899902,810817000,6526
2000-06-19 00:00:00+01:00,6490.799805,6515.700195,6467.5,558986000,6490.200195
2000-06-20 00:00:00+01:00,6490.200195,6536.5,6490.200195,615307000,6526.899902
2000-06-21 00:00:00+01:00,6526.899902,6532.5,6429,671106000,6477.799805
2000-06-22 00:00:00+01:00,6477.799805,6530.700195,6413.799805,871871000,6413.799805
2000-06-23 00:00:00+01:00,6413.799805,6413.799805,6367.799805,818585000,6391.5
2000-06-26 00:00:00+01:00,6391.5,6447.700195,6369,579590000,6405.200195
2000-06-27 00:00:00+01:00,6405.200195,6428.399902,6365.600098,792112000,6375.299805
2000-06-28 00:00:00+01:00,6375.299805,6394.399902,6310.799805,811699000,6313.5
2000-06-29 00:00:00+01:00,6313.5,6321,6221,1070826000,6239
2000-06-30 00:00:00+01:00,6239,6323.200195,6239,925225000,6312.700195
2000-07-03 00:00:00+01:00,6312.700195,6470.399902,6309.299805,742606000,6470.399902
2000-07-04 00:00:00+01:00,6470.399902,6470.399902,6405.200195,661401000,6417
2000-07-05 00:00:00+01:00,6417,6446,6345.5,921487000,6382.5
2000-07-06 00:00:00+01:00,6382.5,6438.399902,6341.399902,829021000,6419.600098
2000-07-07 00:00:00+01:00,6419.600098,6502.600098,6390.200195,793281000,6497.5
2000-07-10 00:00:00+01:00,6497.5,6515.200195,6463.299805,610792000,6466.200195
2000-07-11 00:00:00+01:00,6466.200195,6510.100098,6450.5,800588000,6475.799805
2000-07-12 00:00:00+01:00,6475.799805,6545.100098,6466.799805,965464000,6518.5
2000-07-13 00:00:00+01:00,6518.5,6530.700195,6460.299805,1048434000,6475.700195
2000-07-14 00:00:00+01:00,6475.700195,6503.200195,6452.200195,826063000,6475.399902
2000-07-17 00:00:00+01:00,6475.399902,6525.700195,6473.700195,767081000,6525.5
2000-07-18 00:00:00+01:00,6525.5,6531.399902,6444.600098,776029000,6450.5
2000-07-19 00:00:00+01:00,6450.5,6493.399902,6420.399902,746628000,6465.5
2000-07-20 00:00:00+01:00,6465.399902,6491.100098,6440.700195,752146000,6469
2000-07-21 00:00:00+01:00,6469,6469,6365.5,698153000,6378.399902
2000-07-24 00:00:00+01:00,6378.399902,6422.600098,6333,571732000,6381.299805
2000-07-25 00:00:00+01:00,6381.299805,6402.100098,6354.5,701497000,6390.700195
2000-07-26 00:00:00+01:00,6390.700195,6425.600098,6378.899902,773683000,6387.100098
2000-07-27 00:00:00+01:00,6387.100098,6456.299805,6352.100098,1037890000,6352.100098
2000-07-28 00:00:00+01:00,6352.100098,6390.299805,6332.600098,947097000,6335.700195
2000-07-31 00:00:00+01:00,6335.700195,6365.299805,6274.899902,717274000,6365.299805
2000-08-01 00:00:00+01:00,6365.299805,6403.100098,6331.5,653743000,6379.399902
2000-08-02 00:00:00+01:00,6379.100098,6424.700195,6378.399902,1028551000,6391.299805
2000-08-03 00:00:00+01:00,6391.299805,6399.899902,6296.399902,994239000,6317.100098
2000-08-04 00:00:00+01:00,6317.100098,6415,6317.100098,726236000,6363.5
2000-08-07 00:00:00+01:00,6363.5,6400.600098,6355.100098,654157000,6387.799805
2000-08-08 00:00:00+01:00,6387.799805,6420,6350.299805,806944000,6358.100098
2000-08-09 00:00:00+01:00,6358.100098,6463.100098,6358.100098,815315000,6414
2000-08-10 00:00:00+01:00,6414,6414,6369.399902,675430000,6387.299805
2000-08-11 00:00:00+01:00,6387.299805,6394.600098,6348.399902,893911000,6384.5
2000-08-14 00:00:00+01:00,6384.5,6451.200195,6365.5,626670000,6419.899902
2000-08-15 00:00:00+01:00,6419.899902,6482.799805,6419.899902,826280000,6475.5
2000-08-16 00:00:00+01:00,6475.5,6553.5,6457,929615000,6532.100098
2000-08-17 00:00:00+01:00,6532,6537.399902,6482,899928000,6518.200195
2000-08-18 00:00:00+01:00,6518.200195,6552,6510.799805,804673000,6543.700195
2000-08-21 00:00:00+01:00,6543.700195,6555.5,6491.399902,605220000,6542.200195
2000-08-22 00:00:00+01:00,6542.200195,6605.200195,6520.299805,1119516000,6584.799805
2000-08-23 00:00:00+01:00,6584.799805,6590.700195,6535.200195,982635000,6566.200195
2000-08-24 00:00:00+01:00,6566.200195,6605.5,6546.700195,1066864000,6557
2000-08-25 00:00:00+01:00,6557,6619.100098,6538.299805,864787000,6563.700195
2000-08-29 00:00:00+01:00,6563.700195,6601.100098,6560.200195,717816000,6586.299805
2000-08-30 00:00:00+01:00,6586.299805,6624.899902,6586.100098,932981000,6615.100098
2000-08-31 00:00:00+01:00,6615.100098,6675.700195,6585.200195,1410547000,6672.700195
2000-09-01 00:00:00+01:00,6672.700195,6838.600098,6672.700195,1315938000,6795
2000-09-04 00:00:00+01:00,6795,6828.700195,6783,787014000,6798.100098
2000-09-05 00:00:00+01:00,6798.100098,6809.5,6737.600098,882282000,6752.5
2000-09-06 00:00:00+01:00,6752.5,6766,6688.399902,876857000,6694.700195
2000-09-07 00:00:00+01:00,6694.700195,6709.100098,6668.5,997218000,6689.200195
2000-09-08 00:00:00+01:00,6689.200195,6704.200195,6561.100098,924099000,6600.700195
2000-09-11 00:00:00+01:00,6600.700195,6604.100098,6392.100098,964384000,6582
2000-09-12 00:00:00+01:00,6582,6582,6528.5,869437000,6555.5
2000-09-13 00:00:00+01:00,6555.5,6559.799805,6454.100098,1013759000,6478.200195
2000-09-14 00:00:00+01:00,6478.200195,6580.600098,6460.700195,1073628000,6555.5
2000-09-15 00:00:00+01:00,6555.5,6559.200195,6417.299805,1124449000,6417.299805
2000-09-18 00:00:00+01:00,6417.299805,6464.299805,6371.399902,788776000,6410.200195
2000-09-19 00:00:00+01:00,6410.200195,6413.399902,6360.600098,935475000,6403.5
